loop_time,motor_torque_command,adc_measured_torque,motor_measured_torque,motor_measured_current,motor_measured_speed
0.009999990463256836,0.0,-0.02160513694840127,-0.2756501695042408,-0.00439560439560438,0.0366300366300365
0.019999980926513672,0.0,-0.07160666287385731,-0.3598656310461418,0.00439560439560438,0.06105006105006083
0.029999971389770508,0.0,-0.19161032509500153,0.3726610745390336,0.00439560439560438,-0.1098901098901095
0.039999961853027344,0.0,-0.08160696805897338,-0.24355604330138375,0.2593406593406584,0.08547008547008517
0.04999995231628418,0.0,-0.02160513694840127,0.6555877495836697,0.347252747252746,-0.08547008547008517
0.059999942779541016,0.0,-0.45161825990746884,0.07515143723834633,-0.3296703296703285,-0.08547008547008517
0.06999993324279785,0.0,-0.03660559472603986,-0.16522492063506422,0.45274725274725114,0.1098901098901095
0.07999992370605469,0.0,0.028396388977090292,0.2485331372871574,-0.33846153846153726,-0.1831501831501825
0.08999991416931152,0.0,-0.051606052503678446,0.2544254068989221,-0.3296703296703285,-0.1831501831501825
0.09999990463256836,0.0,-0.026605289540941546,-0.35437465723611367,0.5230769230769248,0.30525030525030417
0.1099998950958252,0.0,-0.04160574731858013,0.06099128215276646,-0.5054945054945073,-0.13431013431013383
0.11999988555908203,0.0,-0.08160696805897338,0.24837090335553125,-0.4791208791208774,-0.28083028083027983
0.12999987602233887,0.0,-0.07660681546641535,-0.3155414808154048,0.7516483516483525,0.5494505494505475
0.1399998664855957,0.0,-0.02160513694840127,0.21810577491599398,-0.42637362637362486,-0.20757020757020683
0.14999985694885254,0.0,-0.05660620509621872,0.2585952361225743,-0.6021978021978036,-0.45177045177045017
0.15999984741210938,0.0,-0.2466120036130156,-0.19311434488489815,0.953846153846154,0.5494505494505475
0.1699998378753662,0.0,0.0333965415696128,0.16783417809357665,-0.5406593406593423,-0.23199023199023117
0.17999982833862305,0.0,0.008395778606893667,0.2318684353073424,-0.7164835164835175,-0.5982905982905962
0.18999981880187988,0.0,-0.011604831763285195,-0.1493939016829663,0.9362637362637365,0.4029304029304015
0.19999980926513672,0.0,0.17340081416095365,-0.10321879815385404,-0.5758241758241773,-0.08547008547008517
0.20999979972839355,0.0,-0.0666065102813348,0.1298668604811008,-0.7956043956043963,-0.42735042735042583
0.2199997901916504,0.0,-0.6566245162019043,-0.28077483334345876,0.8571428571428577,0.6715506715506692
0.22999978065490723,0.0,-0.051606052503678446,0.005131235462186523,-0.32087912087911974,-0.06105006105006083
0.23999977111816406,0.0,-0.04660589991113817,0.2162967502774751,-0.7516483516483525,-0.6227106227106205
0.2499997615814209,0.0,-0.0666065102813348,-0.14425916972907502,0.9626373626373628,0.42735042735042583
0.25999975204467773,0.0,0.023396236384532254,0.057824280407858086,-0.25054945054944966,-0.06105006105006083
0.26999974250793457,0.0,-0.11660803620679083,0.1768593601036249,-0.7868131868131876,-0.5494505494505475
0.2799997329711914,0.0,-0.07160666287385731,-0.12366628439349794,0.9362637362637365,0.35409035409035283
0.28999972343444824,0.0,-0.04160574731858013,-0.6694586288075561,-0.2417582417582409,0.08547008547008517
0.2999997138977051,0.0,-0.08160696805897338,0.17516583917395745,-0.7780219780219788,-0.5250305250305232
0.3099997043609619,0.0,-0.011604831763285195,-0.11799682316941881,0.8659340659340664,0.28083028083027983
0.31999969482421875,0.0,-0.02160513694840127,-0.4754976155922783,0.42637362637362486,0.42735042735042583
0.3299996852874756,0.0,-0.04660589991113817,0.1612559087500222,-0.7604395604395613,-0.45177045177045017
0.3399996757507324,0.0,-1.9166629695238475,-0.17555444876295054,0.8043956043956051,0.30525030525030417
0.34999966621398926,0.0,-0.03160544213348182,1.3268945485223071,0.8219780219780226,-0.1831501831501825
0.3599996566772461,0.0,-0.04660589991113817,0.24872059382664435,-0.7428571428571438,-0.7692307692307665
0.36999964714050293,0.0,-0.016604984355843233,-0.20623237678049966,0.8043956043956051,0.35409035409035283
0.37999963760375977,0.0,1.1984320956331667,0.20343608862037627,-0.5758241758241773,-0.30525030525030417
0.3899996280670166,0.0,-0.05660620509621872,-0.8761853299742066,-0.8307692307692314,0.012210012210012167
0.39999961853027344,0.0,-0.6366239058317077,-0.3142239715591615,0.8483516483516489,0.8424908424908395
0.4099996089935303,0.0,0.0033956260143533923,0.21703324543240451,-0.6197802197802211,-0.37851037851037717
0.4199995994567871,0.0,-0.11160788361425056,0.5310253972517129,0.16263736263736206,-0.1098901098901095
0.42999958992004395,0.0,-0.006604679170762684,-0.12260145344701215,0.9978021978021978,0.42735042735042583
0.4399995803833008,0.0,1.4884409460009111,0.2826697312752888,-0.6725274725274737,-0.7203907203907178
0.4499995708465576,0.0,-0.06160635768877676,-0.2891357462941633,-0.38241758241758106,-0.012210012210012167
0.45999956130981445,0.0,-0.26161246139067196,-0.2850901147509633,0.9274725274725277,0.9890109890109855
0.4699995517730713,0.0,-0.051606052503678446,0.1894799081802217,-0.7868131868131876,-0.5982905982905962
0.4799995422363281,0.0,-0.006604679170762684,0.5809894645465301,-0.0219780219780219,-0.35409035409035283
0.48999953269958496,0.0,-0.0666065102813348,-0.16401909643409524,1.024175824175824,0.5982905982905962
0.4999995231628418,0.0,0.008395778606893667,-1.220660696370418,-0.8043956043956051,0.08547008547008517
0.5099995136260986,0.0,-0.08160696805897338,0.26094801622953057,-0.549450549450551,-0.37851037851037717
0.5199995040893555,0.0,-1.791659154710163,-0.15754437476549876,1.024175824175824,0.5738705738705718
0.5299994945526123,0.0,-0.03160544213348182,1.0630466478906098,0.514285714285716,-0.23199023199023117
0.5399994850158691,0.0,-0.13160849398442942,0.25837697414805094,-0.6725274725274737,-0.5982905982905962
0.549999475479126,0.0,-0.051606052503678446,-0.15509092806449254,0.9450549450549453,0.42735042735042583
0.5599994659423828,0.0,0.26340356082680294,-0.10321879815385404,-0.5758241758241773,-0.08547008547008517
0.5699994564056396,0.0,-0.10160757842915225,0.06934413382059273,-0.7868131868131876,-0.30525030525030417
0.5799994468688965,0.0,-0.9566336717547471,-0.25135876493491605,0.9362637362637365,0.7692307692307665
0.5899994373321533,0.0,0.018396083791974216,0.23675004816082101,-0.3560439560439548,-0.1831501831501825
0.5999994277954102,0.0,-0.0666065102813348,0.24777210851457454,-0.6901098901098912,-0.5982905982905962
0.609999418258667,0.0,-0.02160513694840127,-0.08099569147741933,0.9802197802197803,0.3296703296703285
0.6199994087219238,0.0,-0.0016045265782046458,0.01681364463940338,-0.49670329670329494,-0.1098901098901095
0.6299993991851807,0.0,-0.026605289540941546,0.1568625642366917,-0.7956043956043963,-0.5006105006104988
0.6399993896484375,0.0,-0.1866101725024435,-0.25444665932385035,0.8835164835164839,0.6227106227106205
0.6499993801116943,0.0,0.008395778606893667,-0.7548349941403265,-0.40879120879120734,0.06105006105006083
0.6599993705749512,0.0,-0.03660559472603986,0.1461427748794917,-0.76923076923077,-0.42735042735042583
0.669999361038208,0.0,-1.4516487784169447,-0.1334293448565816,0.9802197802197803,0.42735042735042583
0.6799993515014648,0.0,-0.0016045265782046458,0.8171116912491821,0.3999999999999986,-0.13431013431013383
0.6899993419647217,0.0,-0.0666065102813348,0.24877255493216285,-0.7604395604395613,-0.8424908424908395
0.6999993324279785,0.0,-0.011604831763285195,-0.16592461986283405,0.9274725274725277,0.42735042735042583
0.7099993228912354,0.0,0.7484183623039024,0.21810577491599398,-0.42637362637362486,-0.20757020757020683
0.7199993133544922,0.0,-0.051606052503678446,-0.027117078421269092,-0.8395604395604401,-0.23199023199023117
0.729999303817749,0.0,-0.9266327561994699,-0.2779082695590561,0.9098901098901102,0.8424908424908395
0.7399992942810059,0.0,0.008395778606893667,0.3322936222321957,-0.5406593406593423,-0.5738705738705718
0.7499992847442627,0.0,-0.10160757842915225,0.2954232584969648,-0.6285714285714299,-0.6471306471306448
0.7599992752075195,0.0,-0.03660559472603986,-0.15909632263536017,0.9978021978021978,0.5250305250305232
