pi_time,motor_position,motor_speed,motor_current,motor_temperature
0.07906484603881836,26.92793703076966,-90.0,0.0,31
0.07906484603881836,26.92793703076966,-90.0,0.0,31
0.07906484603881836,26.92793703076966,-90.0,0.0,31
0.07906484603881836,26.92793703076966,-90.0,0.0,31
0.07906484603881836,26.92793703076966,-90.0,0.0,31
0.07906484603881836,26.92793703076966,-90.0,0.0,31
0.07906484603881836,26.92793703076966,-90.0,0.0,31
0.07906484603881836,26.92793703076966,-90.0,0.0,31
0.07906484603881836,26.92793703076966,-90.0,0.0,31
0.07906484603881836,26.92793703076966,-90.0,0.0,31
0.07906484603881836,26.92793703076966,-90.0,0.0,31
0.13828825950622559,26.92793703076966,0.0,0.0,31
0.14214277267456055,26.92793703076966,0.0,0.0,31
0.14815282821655273,26.912977065752564,0.0,0.0,31
0.1521444320678711,26.912977065752564,-90.0,0.0,31
0.15814876556396484,26.912977065752564,0.0,0.0,31
0.16215896606445312,26.92793703076966,0.0,0.0,31
0.16814780235290527,26.912977065752564,-90.0,0.0,31
0.17213988304138184,26.92793703076966,0.0,0.0,31
0.1781458854675293,26.92793703076966,0.0,0.0,31
0.18214058876037598,26.912977065752564,0.0,0.0,31
0.18820476531982422,26.92793703076966,-90.0,0.0,31
0.19214463233947754,26.912977065752564,0.0,0.0,31
0.19814634323120117,26.912977065752564,-90.0,0.0,31
0.20213913917541504,26.912977065752564,0.0,0.0,31
0.20814251899719238,26.92793703076966,-90.0,0.0,31
0.21213531494140625,26.912977065752564,90.0,0.0,31
0.21814346313476562,26.912977065752564,0.0,0.0,31
0.22213411331176758,26.92793703076966,0.0,0.0,31
0.22815918922424316,26.92793703076966,-180.0,0.0,31
0.23213458061218262,26.92793703076966,0.0,0.0,31
0.23813772201538086,0.0,90.0,0.0,31
0.2421739101409912,0.0,-90.0,0.0,31
0.2481381893157959,0.0,0.0,0.0,31
0.2521352767944336,0.0,0.0,0.0,31
0.2581338882446289,0.0,-90.0,0.0,31
0.26213955879211426,0.0,0.0,0.0,31
0.26813650131225586,0.0,0.0,0.0,31
0.2721374034881592,0.0,0.0,0.0,31
0.2781355381011963,0.0,90.0,0.0,31
0.2821342945098877,0.0,0.0,0.0,31
0.28813982009887695,0.0,0.0,0.0,31
0.29213619232177734,0.0,0.0,0.0,31
0.2981393337249756,0.0,0.0,0.0,31
0.30213141441345215,0.0,0.0,0.0,31
0.3081374168395996,0.0,90.0,0.0,31
0.3121352195739746,0.0,0.0,0.0,31
0.3181331157684326,0.0,0.0,0.0,31
0.32213473320007324,0.0,0.0,0.0,31
0.32813239097595215,0.0,0.0,0.0,31
0.33213067054748535,0.0,0.0,0.0,31
0.3381330966949463,0.0,0.0,0.0,31
0.3421306610107422,0.0,0.0,0.0,31
